"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","중등부1학년 전입학생수","중등부1학년 전출학생수","중등부1학년 전체학생수","중등부2학년 전입학생수","중등부2학년 전출학생수","중등부2학년 전체학생수","중등부3학년 전입학생수","중등부3학년 전출학생수","중등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001392","휘경여자중학교","03","사립","N","","6","8","169","4","3","175","1","2","153","11","13","497"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001393","휘경중학교","03","공립","N","","0","4","110","1","0","109","0","1","85","1","5","304"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001545","강남중학교","03","공립","N","","7","7","113","0","2","129","1","2","140","8","11","382"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001546","강현중학교","03","공립","N","","2","3","135","1","1","119","0","2","128","3","6","382"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001547","관악중학교","03","공립","N","","3","4","94","2","6","102","2","0","115","7","10","311"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001548","광신중학교","03","사립","N","","3","1","95","2","2","95","2","3","108","7","6","298"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001549","국사봉중학교","03","공립","N","","1","4","126","1","1","108","0","5","107","2","10","341"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001550","난우중학교","03","공립","N","","4","8","195","1","9","171","2","6","163","7","23","529"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001551","남강중학교","03","사립","N","","1","3","134","1","0","114","0","1","115","2","4","363"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001552","남서울중학교","03","공립","N","","2","4","106","3","1","121","3","0","103","8","5","330"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001553","남성중학교","03","공립","N","","2","8","110","1","4","100","0","3","126","3","15","336"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001554","당곡중학교","03","공립","N","","3","10","188","2","4","195","1","3","177","6","17","560"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001555","대방중학교","03","공립","N","","14","6","281","3","4","274","0","4","276","17","14","831"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001556","동양중학교","03","사립","N","","3","5","132","1","3","119","0","3","121","4","11","372"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001557","동작중학교","03","공립","N","","6","8","142","0","1","110","1","3","143","7","12","395"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001558","문창중학교","03","공립","N","","0","6","182","5","1","152","1","2","136","6","9","470"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001559","미성중학교","03","공립","N","","0","4","169","0","3","162","0","5","149","0","12","480"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001560","봉림중학교","03","공립","N","","1","0","104","3","1","85","3","1","89","7","2","278"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001561","봉원중학교","03","공립","N","","3","4","182","7","11","171","5","5","182","15","20","535"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001562","사당중학교","03","공립","N","","3","12","190","4","3","167","3","0","151","10","15","508"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001563","상도중학교","03","공립","N","","2","8","199","3","3","161","1","1","141","6","12","501"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001564","상현중학교","03","공립","N","","2","10","200","3","4","181","1","8","170","6","22","551"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001565","서울문영여자중학교","03","사립","N","","5","2","96","0","1","88","0","0","110","5","3","294"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001566","성남중학교","03","사립","N","","13","8","216","6","4","209","9","3","204","28","15","629"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001567","성보중학교","03","사립","N","","5","7","188","4","4","185","1","2","192","10","13","565"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001568","신관중학교","03","공립","N","","2","4","66","2","3","95","0","0","80","4","7","241"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001569","삼성중학교","03","공립","N","","2","3","99","0","2","84","1","0","93","3","5","276"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001570","신림중학교","03","공립","N","","1","5","113","2","5","93","2","7","120","5","17","326"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001571","영등포중학교","03","공립","N","","3","2","68","0","1","74","1","1","75","4","4","217"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001572","인헌중학교","03","공립","N","","1","4","157","4","10","184","2","5","170","7","19","511"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001573","장승중학교","03","공립","N","","3","9","234","0","8","210","1","0","215","4","17","659"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001575","중앙대학교사범대학부속중학교","03","사립","N","","12","7","228","5","7","227","4","4","184","21","18","639"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001696","공릉중학교","03","공립","N","","4","10","271","10","9","257","0","8","228","14","27","756"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001697","광운중학교","03","사립","N","","4","11","127","1","4","143","2","2","147","7","17","417"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001698","노곡중학교","03","공립","N","","0","5","138","1","3","130","0","3","135","1","11","403"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001699","노원중학교","03","공립","N","","5","2","157","1","3","171","2","2","152","8","7","480"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001700","노일중학교","03","공립","N","","3","4","138","0","2","129","0","0","128","3","6","395"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001701","녹천중학교","03","공립","N","","5","8","164","1","0","138","0","1","115","6","9","417"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001702","도봉중학교","03","공립","N","","6","7","168","5","7","143","1","9","142","12","23","453"
